"age","sex","province","education","religion","income_before_tax","vote_liberal","vote_conservative","vote_ndp"
39,"Male","Manitoba","Highly Educated","YES","Middle Class",1,0,0
38,"Female","British Columbia","Highly Educated","YES","Middle Class",1,0,0
37,"Female","British Columbia","Some Education","NO","Middle Class",0,0,1
53,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor",0,0,1
68,"Female","Quebec","Highly Educated","NO","Middle Class",NA,NA,NA
58,"Male","Ontario","Highly Educated","YES","Lower Middle Class to Poor",0,0,0
36,"Female","Alberta","Highly Educated","YES","Lower Middle Class to Poor",NA,NA,NA
45,"Male","British Columbia","Highly Educated","NO","Middle Class",0,0,0
56,"Female","Ontario","Highly Educated","YES","Middle Class",0,1,0
53,"Male","Ontario","Highly Educated","YES","Middle Class",0,1,0
38,"Female","Quebec","Highly Educated","YES","Lower Middle Class to Poor",0,0,0
41,"Female","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",0,0,0
69,"Male","British Columbia","Some Education","YES","Middle Class",0,1,0
80,"Male","Nova Scotia","Some Education","YES","Lower Middle Class to Poor",0,0,1
47,"Female","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",1,0,0
45,"Female","Quebec","Highly Educated","YES","Upper Middle Class to Wealthy",0,0,0
21,"Male","Ontario","Some Education","NO","Lower Middle Class to Poor",NA,NA,NA
55,"Female","Quebec","Highly Educated","YES","Middle Class",0,0,0
41,"Female","Quebec","Some Education","NO","Lower Middle Class to Poor",0,0,1
35,"Female","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",0,0,1
63,"Male","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",0,1,0
69,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
67,"Female","Quebec","Highly Educated","NO","Lower Middle Class to Poor",NA,NA,NA
53,"Male","Ontario","Some Education","NO","Upper Middle Class to Wealthy",0,1,0
45,"Female","Ontario","Highly Educated","NO","Middle Class",1,0,0
44,"Male","Ontario","Some Education","YES","Middle Class",NA,NA,NA
49,"Female","Ontario","Highly Educated","NO","Middle Class",0,0,0
50,"Female","Quebec","Some Education","NO","Middle Class",0,0,1
70,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",0,1,0
32,"Male","Quebec","Highly Educated","YES","Middle Class",0,1,0
54,"Male","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",1,0,0
41,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor",0,0,1
20,"Female","Ontario","Some Education","YES","Upper Middle Class to Wealthy",0,1,0
71,"Male","Alberta","Highly Educated","YES","Middle Class",0,0,0
28,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor",0,0,0
73,"Female","Manitoba","Some Education","YES","Middle Class",0,1,0
61,"Female","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",1,0,0
53,"Male","British Columbia","Some Education","NO","Upper Middle Class to Wealthy",NA,NA,NA
74,"Male","Quebec","Highly Educated","YES","Middle Class",0,0,0
51,"Female","Ontario","Some Education","NO","Upper Middle Class to Wealthy",0,0,1
54,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor",1,0,0
26,"Male","Manitoba","Some Education","NO","Middle Class",NA,NA,NA
41,"Female","Ontario","Some Education","NO","Middle Class",0,0,1
26,"Male","Quebec","Highly Educated","NO","Lower Middle Class to Poor",NA,NA,NA
81,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor",0,0,0
56,"Female","Ontario","Highly Educated","NO","Middle Class",0,0,0
30,"Male","Ontario","Highly Educated","NO","Middle Class",NA,NA,NA
22,"Female","Ontario","Highly Educated","YES","Middle Class",NA,NA,NA
22,"Female","Ontario","Some Education","NO","Lower Middle Class to Poor",0,0,1
58,"Male","Ontario","Some Education","NO","Lower Middle Class to Poor",0,1,0
66,"Male","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA,NA
50,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0,1
44,"Female","Quebec","Highly Educated","NO","Middle Class",1,0,0
36,"Female","Ontario","Highly Educated","YES","Middle Class",1,0,0
79,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor",0,0,1
73,"Female","British Columbia","Some Education","YES","Middle Class",0,0,1
23,"Female","Ontario","Some Education","YES","Middle Class",NA,NA,NA
55,"Male","British Columbia","Highly Educated","NO","Middle Class",NA,NA,NA
34,"Male","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",0,1,0
72,"Female","Nova Scotia","Some Education","NO","Middle Class",NA,NA,NA
61,"Male","Quebec","Some Education","YES","Upper Middle Class to Wealthy",NA,NA,NA
45,"Female","Quebec","Some Education","YES","Middle Class",1,0,0
68,"Male","Ontario","Some Education","NO","Upper Middle Class to Wealthy",0,0,0
53,"Male","Quebec","Some Education","NO","Middle Class",NA,NA,NA
27,"Male","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",1,0,0
31,"Female","Alberta","Highly Educated","YES","Middle Class",0,1,0
71,"Female","Saskatchewan","Some Education","YES","Middle Class",0,1,0
26,"Male","Alberta","Highly Educated","YES","Middle Class",0,1,0
57,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor",0,0,0
58,"Female","Quebec","Highly Educated","YES","Lower Middle Class to Poor",0,1,0
31,"Female","Ontario","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA,NA
37,"Female","Ontario","Some Education","NO","Lower Middle Class to Poor",0,0,0
68,"Female","Ontario","Some Education","YES","Middle Class",NA,NA,NA
64,"Female","Quebec","Some Education","NO","Middle Class",NA,NA,NA
30,"Male","Ontario","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA,NA
65,"Male","Quebec","Highly Educated","NO","Lower Middle Class to Poor",NA,NA,NA
65,"Female","Alberta","Some Education","NO","Lower Middle Class to Poor",0,0,0
67,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",1,0,0
53,"Female","Alberta","Some Education","NO","Lower Middle Class to Poor",0,1,0
43,"Male","Quebec","Some Education","YES","Middle Class",NA,NA,NA
42,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor",NA,NA,NA
73,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor",0,0,0
20,"Female","Ontario","Some Education","YES","Middle Class",NA,NA,NA
30,"Female","British Columbia","Highly Educated","YES","Middle Class",0,1,0
63,"Female","Ontario","Highly Educated","NO","Lower Middle Class to Poor",0,0,0
46,"Male","British Columbia","Highly Educated","YES","Middle Class",0,0,1
54,"Male","Alberta","Some Education","NO","Lower Middle Class to Poor",0,1,0
53,"Female","Alberta","Highly Educated","NO","Middle Class",NA,NA,NA
49,"Female","Quebec","Highly Educated","YES","Upper Middle Class to Wealthy",1,0,0
69,"Male","Alberta","Some Education","YES","Middle Class",0,0,0
36,"Female","Ontario","Highly Educated","YES","Middle Class",0,1,0
62,"Male","Ontario","Some Education","YES","Middle Class",0,1,0
82,"Male","Quebec","Highly Educated","YES","Middle Class",NA,NA,NA
76,"Male","Nova Scotia","Highly Educated","NO","Middle Class",NA,NA,NA
63,"Female","Ontario","Some Education","YES","Upper Middle Class to Wealthy",1,0,0
42,"Female","British Columbia","Highly Educated","NO","Lower Middle Class to Poor",0,0,0
74,"Male","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA,NA
61,"Female","Quebec","Some Education","YES","Middle Class",1,0,0
62,"Female","Newfoundland and Labrador","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
66,"Female","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",1,0,0
65,"Female","Quebec","Highly Educated","NO","Middle Class",0,0,0
28,"Female","Saskatchewan","Some Education","YES","Middle Class",NA,NA,NA
70,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",0,0,0
49,"Male","British Columbia","Highly Educated","NO","Middle Class",NA,NA,NA
37,"Female","British Columbia","Highly Educated","YES","Middle Class",0,1,0
68,"Female","Ontario","Highly Educated","YES","Middle Class",1,0,0
37,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
27,"Female","Manitoba","Some Education","YES","Upper Middle Class to Wealthy",0,0,0
64,"Female","Ontario","Highly Educated","YES","Middle Class",1,0,0
77,"Male","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA,NA
42,"Female","Quebec","Some Education","YES","Upper Middle Class to Wealthy",1,0,0
67,"Male","Quebec","Some Education","YES","Middle Class",NA,NA,NA
68,"Female","Saskatchewan","Some Education","NO","Lower Middle Class to Poor",0,0,0
44,"Male","Quebec","Highly Educated","YES","Upper Middle Class to Wealthy",0,0,0
66,"Female","Newfoundland and Labrador","Some Education","YES","Middle Class",NA,NA,NA
29,"Male","Alberta","Highly Educated","YES","Lower Middle Class to Poor",NA,NA,NA
42,"Male","Quebec","Highly Educated","YES","Middle Class",0,0,0
46,"Male","Quebec","Highly Educated","YES","Middle Class",0,0,0
57,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",0,1,0
51,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor",1,0,0
44,"Male","British Columbia","Highly Educated","NO","Middle Class",1,0,0
33,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",0,0,1
33,"Female","Quebec","Highly Educated","YES","Middle Class",0,0,0
75,"Male","Ontario","Some Education","YES","Middle Class",0,1,0
79,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
40,"Male","Ontario","Some Education","YES","Middle Class",0,1,0
64,"Male","Manitoba","Some Education","YES","Middle Class",NA,NA,NA
19,"Male","Ontario","Some Education","YES","Middle Class",NA,NA,NA
57,"Male","British Columbia","Some Education","YES","Middle Class",NA,NA,NA
35,"Female","Quebec","Some Education","NO","Middle Class",0,0,0
65,"Female","British Columbia","Some Education","YES","Middle Class",0,0,0
40,"Female","Nova Scotia","Highly Educated","YES","Middle Class",0,1,0
73,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",0,0,0
29,"Female","Quebec","Highly Educated","YES","Middle Class",0,0,1
72,"Female","Prince Edward Island","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA,NA
76,"Female","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA,NA
57,"Female","Ontario","Some Education","NO","Lower Middle Class to Poor",0,1,0
57,"Male","Quebec","Some Education","NO","Lower Middle Class to Poor",0,0,0
32,"Female","Ontario","Highly Educated","NO","Lower Middle Class to Poor",1,0,0
39,"Male","Ontario","Some Education","NO","Lower Middle Class to Poor",1,0,0
54,"Male","Ontario","Some Education","YES","Upper Middle Class to Wealthy",NA,NA,NA
49,"Male","Nova Scotia","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA,NA
69,"Female","Ontario","Some Education","YES","Middle Class",0,0,0
69,"Female","Ontario","Some Education","YES","Middle Class",0,1,0
67,"Male","Quebec","Some Education","YES","Middle Class",NA,NA,NA
42,"Female","Ontario","Highly Educated","NO","Lower Middle Class to Poor",1,0,0
65,"Male","New Brunswick","Some Education","YES","Upper Middle Class to Wealthy",NA,NA,NA
63,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
66,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
71,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
54,"Male","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",1,0,0
26,"Male","Newfoundland and Labrador","Highly Educated","NO","Middle Class",1,0,0
41,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
31,"Male","Ontario","Some Education","YES","Middle Class",1,0,0
67,"Female","New Brunswick","Some Education","YES","Middle Class",0,1,0
76,"Male","Ontario","Some Education","YES","Middle Class",NA,NA,NA
50,"Male","Ontario","Some Education","YES","Middle Class",0,0,0
90,"Female","Ontario","Some Education","YES","Upper Middle Class to Wealthy",0,0,0
55,"Female","Quebec","Highly Educated","YES","Lower Middle Class to Poor",NA,NA,NA
34,"Male","Manitoba","Highly Educated","YES","Middle Class",0,0,0
32,"Male","Ontario","Highly Educated","YES","Middle Class",NA,NA,NA
55,"Female","Alberta","Some Education","NO","Upper Middle Class to Wealthy",NA,NA,NA
21,"Male","Ontario","Some Education","YES","Middle Class",0,0,0
59,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor",1,0,0
24,"Male","New Brunswick","Highly Educated","NO","Middle Class",NA,NA,NA
74,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
36,"Male","British Columbia","Some Education","YES","Middle Class",0,1,0
42,"Male","British Columbia","Some Education","YES","Middle Class",1,0,0
61,"Male","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",0,1,0
19,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0,1
39,"Male","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",1,0,0
21,"Female","British Columbia","Some Education","NO","Middle Class",0,0,1
78,"Male","Ontario","Highly Educated","YES","Lower Middle Class to Poor",NA,NA,NA
46,"Female","Alberta","Some Education","YES","Upper Middle Class to Wealthy",NA,NA,NA
32,"Female","British Columbia","Highly Educated","NO","Middle Class",0,0,1
23,"Male","Quebec","Highly Educated","YES","Middle Class",0,0,1
43,"Female","Quebec","Highly Educated","YES","Middle Class",0,0,0
25,"Male","Ontario","Highly Educated","YES","Lower Middle Class to Poor",0,0,0
65,"Male","Alberta","Some Education","NO","Upper Middle Class to Wealthy",0,0,1
23,"Female","Ontario","Highly Educated","YES","Middle Class",0,1,0
34,"Female","Quebec","Some Education","NO","Lower Middle Class to Poor",0,0,0
54,"Female","Saskatchewan","Highly Educated","YES","Middle Class",0,0,1
67,"Female","Ontario","Some Education","YES","Middle Class",0,0,0
73,"Male","Ontario","Some Education","YES","Middle Class",0,1,0
71,"Female","British Columbia","Some Education","YES","Middle Class",0,0,0
60,"Male","Quebec","Some Education","YES","Middle Class",0,0,0
59,"Male","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA,NA
74,"Male","British Columbia","Some Education","YES","Middle Class",1,0,0
32,"Female","Ontario","Highly Educated","NO","Lower Middle Class to Poor",NA,NA,NA
64,"Female","Quebec","Some Education","NO","Middle Class",0,0,0
58,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor",0,0,0
18,"Female","Ontario","Some Education","YES","Middle Class",0,0,0
41,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor",0,0,1
62,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor",NA,NA,NA
74,"Female","Ontario","Some Education","YES","Middle Class",0,0,0
43,"Female","Quebec","Highly Educated","YES","Upper Middle Class to Wealthy",0,0,0
26,"Female","Ontario","Highly Educated","YES","Middle Class",NA,NA,NA
50,"Male","Manitoba","Some Education","YES","Upper Middle Class to Wealthy",NA,NA,NA
77,"Female","Manitoba","Highly Educated","YES","Lower Middle Class to Poor",1,0,0
55,"Female","Ontario","Some Education","NO","Middle Class",0,0,1
74,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor",0,0,0
36,"Female","Quebec","Some Education","NO","Middle Class",NA,NA,NA
59,"Female","British Columbia","Some Education","YES","Middle Class",0,1,0
73,"Female","Quebec","Some Education","NO","Lower Middle Class to Poor",0,0,0
66,"Female","British Columbia","Highly Educated","YES","Lower Middle Class to Poor",0,1,0
42,"Male","Quebec","Limited Education","YES","Middle Class",1,0,0
66,"Female","British Columbia","Highly Educated","YES","Middle Class",NA,NA,NA
29,"Male","Ontario","Highly Educated","YES","Lower Middle Class to Poor",0,0,1
19,"Male","Alberta","Some Education","NO","Lower Middle Class to Poor",0,1,0
67,"Female","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",1,0,0
36,"Female","Ontario","Highly Educated","YES","Middle Class",0,1,0
28,"Female","Alberta","Highly Educated","YES","Lower Middle Class to Poor",NA,NA,NA
54,"Female","Ontario","Some Education","NO","Middle Class",0,1,0
28,"Female","Alberta","Highly Educated","YES","Middle Class",1,0,0
73,"Female","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",0,0,1
56,"Male","Ontario","Some Education","YES","Middle Class",NA,NA,NA
74,"Female","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA,NA
63,"Male","Quebec","Highly Educated","NO","Middle Class",NA,NA,NA
76,"Female","Alberta","Highly Educated","YES","Middle Class",0,0,1
57,"Female","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",0,1,0
42,"Female","Saskatchewan","Some Education","NO","Middle Class",0,0,0
24,"Female","Quebec","Highly Educated","NO","Lower Middle Class to Poor",NA,NA,NA
