"age","sex","province","education","religion","income_before_tax"
76,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor"
20,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor"
56,"Female","New Brunswick","Some Education","YES","Lower Middle Class to Poor"
44,"Female","Ontario","Some Education","NO","Middle Class"
36,"Female","New Brunswick",NA,"NO","Middle Class"
41,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor"
69,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
28,"Male","Quebec","Some Education","YES","Upper Middle Class to Wealthy"
41,"Male","Nova Scotia",NA,"YES","Upper Middle Class to Wealthy"
64,"Male","Quebec",NA,"YES","Middle Class"
52,"Female","Alberta","Some Education","YES","Middle Class"
75,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor"
80,"Female","Saskatchewan","Limited Education","YES","Lower Middle Class to Poor"
29,"Male","Quebec","Some Education","NO","Lower Middle Class to Poor"
60,"Female","Prince Edward Island","Some Education","YES","Middle Class"
52,"Female","Newfoundland and Labrador",NA,"YES","Middle Class"
80,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
80,"Female","Ontario","Limited Education","YES","Lower Middle Class to Poor"
49,"Female","British Columbia","Some Education","YES","Middle Class"
52,"Female","British Columbia",NA,"NO","Lower Middle Class to Poor"
54,"Male","Newfoundland and Labrador","Some Education","YES","Lower Middle Class to Poor"
59,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
36,"Female","Alberta",NA,"YES","Lower Middle Class to Poor"
38,"Female","Ontario",NA,"YES","Middle Class"
70,"Male","British Columbia","Highly Educated","YES","Lower Middle Class to Poor"
58,"Male","British Columbia",NA,"YES","Upper Middle Class to Wealthy"
20,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor"
58,"Male","Quebec","Highly Educated","YES","Lower Middle Class to Poor"
59,"Female","British Columbia",NA,"YES","Middle Class"
80,"Male","Newfoundland and Labrador","Limited Education","YES","Lower Middle Class to Poor"
79,"Female","Newfoundland and Labrador",NA,"YES","Lower Middle Class to Poor"
58,"Male","Ontario","Some Education","NO","Lower Middle Class to Poor"
60,"Female","Nova Scotia",NA,"YES","Upper Middle Class to Wealthy"
58,"Female","Nova Scotia",NA,"YES","Lower Middle Class to Poor"
18,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor"
62,"Female","British Columbia","Some Education","YES","Middle Class"
19,"Male","British Columbia","Limited Education","NO","Lower Middle Class to Poor"
54,"Female","Ontario","Some Education","YES","Middle Class"
80,"Female","Newfoundland and Labrador","Some Education","YES","Lower Middle Class to Poor"
66,"Female","Prince Edward Island","Some Education","YES","Lower Middle Class to Poor"
55,"Female","Quebec","Highly Educated","YES",NA
41,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor"
29,"Male","Quebec","Highly Educated","YES","Lower Middle Class to Poor"
43,"Female","British Columbia",NA,"YES","Lower Middle Class to Poor"
39,"Female","Prince Edward Island","Some Education","YES","Lower Middle Class to Poor"
43,"Female","Ontario","Highly Educated","YES","Middle Class"
76,"Male","Nova Scotia","Some Education","YES","Lower Middle Class to Poor"
37,"Female","Alberta","Highly Educated","YES","Lower Middle Class to Poor"
67,"Male","Prince Edward Island","Highly Educated","YES","Lower Middle Class to Poor"
64,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
24,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor"
74,"Female","Nova Scotia",NA,"YES","Lower Middle Class to Poor"
67,"Female","Ontario","Highly Educated","NO","Middle Class"
68,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor"
61,"Female","Ontario",NA,"YES",NA
43,"Male","Saskatchewan",NA,"YES","Middle Class"
55,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
36,"Male","Quebec","Highly Educated","YES","Middle Class"
58,"Male","Ontario","Highly Educated","NO","Lower Middle Class to Poor"
80,"Female","Nova Scotia","Some Education","YES","Lower Middle Class to Poor"
52,"Female","Newfoundland and Labrador","Highly Educated","YES","Lower Middle Class to Poor"
54,"Male","New Brunswick","Limited Education","NO","Middle Class"
74,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor"
23,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor"
45,"Male","Ontario","Highly Educated","YES","Lower Middle Class to Poor"
32,"Female","British Columbia",NA,"YES","Lower Middle Class to Poor"
41,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
23,"Female","Quebec","Limited Education","YES","Lower Middle Class to Poor"
64,"Female","Manitoba","Highly Educated","YES","Lower Middle Class to Poor"
48,"Male","Alberta","Some Education","NO","Lower Middle Class to Poor"
44,"Male","Ontario",NA,"YES",NA
31,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor"
37,"Male","New Brunswick","Some Education","YES","Lower Middle Class to Poor"
62,"Female","Alberta","Highly Educated","NO","Middle Class"
68,"Female","New Brunswick",NA,"YES","Lower Middle Class to Poor"
69,"Female","Nova Scotia",NA,"YES","Lower Middle Class to Poor"
54,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor"
46,"Female","Nova Scotia","Highly Educated","NO","Lower Middle Class to Poor"
66,"Female","New Brunswick","Some Education","YES","Lower Middle Class to Poor"
80,"Female","Ontario","Some Education","NO","Lower Middle Class to Poor"
57,"Female","British Columbia","Highly Educated","YES","Middle Class"
33,"Male","Ontario","Highly Educated","YES","Middle Class"
16,"Female","Quebec","Limited Education","YES","Lower Middle Class to Poor"
37,"Female","Nova Scotia","Highly Educated","YES","Lower Middle Class to Poor"
52,"Male","New Brunswick",NA,"NO","Lower Middle Class to Poor"
40,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor"
71,"Female","New Brunswick",NA,"YES","Lower Middle Class to Poor"
48,"Female","Prince Edward Island",NA,"YES","Lower Middle Class to Poor"
76,"Female","Quebec",NA,"YES","Lower Middle Class to Poor"
23,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor"
60,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
62,"Male","Quebec","Highly Educated","YES","Lower Middle Class to Poor"
54,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor"
20,"Female","Ontario","Some Education","NO","Lower Middle Class to Poor"
77,"Female","Quebec","Limited Education","YES","Lower Middle Class to Poor"
66,"Male","New Brunswick","Some Education","YES","Middle Class"
60,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor"
79,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
32,"Female","Quebec",NA,"YES","Middle Class"
71,"Male","Saskatchewan","Limited Education","YES","Lower Middle Class to Poor"
44,"Female","Quebec","Some Education","YES","Middle Class"
71,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
56,"Female","Ontario",NA,"YES","Middle Class"
70,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
62,"Male","British Columbia","Some Education","NO","Middle Class"
21,"Female","Ontario","Some Education","NO","Lower Middle Class to Poor"
59,"Female","Ontario","Highly Educated","YES",NA
62,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
67,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
37,"Female","Ontario","Highly Educated","YES","Middle Class"
38,"Female","Ontario",NA,"NO","Middle Class"
30,"Male","Ontario",NA,"YES","Lower Middle Class to Poor"
33,"Male","Quebec",NA,"YES","Lower Middle Class to Poor"
68,"Male","New Brunswick","Some Education","YES","Lower Middle Class to Poor"
60,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor"
35,"Female","Ontario","Highly Educated","YES","Middle Class"
59,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
50,"Male","Alberta","Some Education","NO","Upper Middle Class to Wealthy"
40,"Female","British Columbia","Highly Educated","YES","Middle Class"
58,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor"
79,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
65,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
59,"Male","Nova Scotia","Some Education","NO","Middle Class"
67,"Male","Quebec",NA,"YES","Middle Class"
17,"Female","Ontario","Limited Education","YES","Lower Middle Class to Poor"
50,"Male","Alberta","Some Education","YES","Middle Class"
37,"Male","Ontario",NA,"YES","Lower Middle Class to Poor"
56,"Male","British Columbia",NA,"NO","Middle Class"
23,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor"
71,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor"
16,"Male","New Brunswick","Limited Education","YES","Lower Middle Class to Poor"
44,"Male","British Columbia","Highly Educated","NO","Lower Middle Class to Poor"
48,"Female","Quebec","Some Education","YES","Upper Middle Class to Wealthy"
79,"Female","Quebec","Limited Education","YES","Lower Middle Class to Poor"
35,"Male","Quebec","Some Education","YES","Middle Class"
34,"Male","Prince Edward Island",NA,"YES","Middle Class"
27,"Male","Alberta","Highly Educated","NO","Middle Class"
59,"Male","British Columbia",NA,"NO","Lower Middle Class to Poor"
35,"Female","British Columbia","Highly Educated","YES","Lower Middle Class to Poor"
59,"Male","Quebec","Some Education","YES","Lower Middle Class to Poor"
67,"Female","Quebec",NA,"YES","Lower Middle Class to Poor"
73,"Female","New Brunswick","Limited Education","YES","Lower Middle Class to Poor"
80,"Male","New Brunswick",NA,"YES","Lower Middle Class to Poor"
61,"Male","Newfoundland and Labrador","Some Education","YES","Middle Class"
49,"Female","Ontario","Some Education","YES","Middle Class"
64,"Female","Quebec","Limited Education","YES","Lower Middle Class to Poor"
80,"Male","Quebec",NA,"YES","Lower Middle Class to Poor"
45,"Male","Newfoundland and Labrador","Some Education","YES","Lower Middle Class to Poor"
70,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor"
30,"Male","Ontario",NA,"YES","Lower Middle Class to Poor"
40,"Female","British Columbia",NA,"YES","Lower Middle Class to Poor"
66,"Male","Ontario",NA,"YES","Middle Class"
51,"Female","Alberta","Some Education","YES","Middle Class"
52,"Male","Newfoundland and Labrador","Limited Education","YES","Lower Middle Class to Poor"
31,"Female","Ontario",NA,"NO","Middle Class"
43,"Male","Newfoundland and Labrador","Some Education","YES","Lower Middle Class to Poor"
78,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor"
80,"Female","Ontario","Limited Education","YES","Lower Middle Class to Poor"
40,"Male","Quebec","Some Education","YES","Middle Class"
40,"Female","British Columbia",NA,"YES","Lower Middle Class to Poor"
80,"Male","New Brunswick",NA,"YES","Middle Class"
76,"Male","Nova Scotia","Highly Educated","YES","Middle Class"
80,"Female","New Brunswick","Limited Education","YES","Lower Middle Class to Poor"
31,"Female","Nova Scotia",NA,"YES","Lower Middle Class to Poor"
32,"Female","Ontario","Some Education","YES","Lower Middle Class to Poor"
44,"Female","Nova Scotia",NA,"NO","Lower Middle Class to Poor"
33,"Female","Quebec","Highly Educated","YES","Lower Middle Class to Poor"
25,"Female","Prince Edward Island","Some Education","NO","Lower Middle Class to Poor"
80,"Male","British Columbia","Limited Education","YES","Lower Middle Class to Poor"
73,"Female","Ontario","Highly Educated","YES","Middle Class"
74,"Female","Quebec","Some Education","NO","Middle Class"
31,"Female","Prince Edward Island",NA,"YES","Lower Middle Class to Poor"
24,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor"
56,"Female","Manitoba",NA,"YES","Middle Class"
68,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor"
25,"Male","Newfoundland and Labrador","Limited Education","YES","Lower Middle Class to Poor"
31,"Female","Newfoundland and Labrador","Limited Education","YES","Lower Middle Class to Poor"
56,"Male","Manitoba",NA,"YES","Lower Middle Class to Poor"
50,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor"
27,"Male","Alberta","Highly Educated","YES","Middle Class"
29,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
70,"Female","Ontario",NA,"YES","Middle Class"
58,"Female","Ontario",NA,"NO","Lower Middle Class to Poor"
57,"Female","Quebec","Limited Education","YES","Lower Middle Class to Poor"
42,"Female","New Brunswick",NA,"YES","Lower Middle Class to Poor"
30,"Female","Saskatchewan","Highly Educated","YES","Lower Middle Class to Poor"
56,"Male","Ontario",NA,"NO","Middle Class"
60,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor"
75,"Female","Newfoundland and Labrador","Some Education","YES","Lower Middle Class to Poor"
65,"Female","Saskatchewan","Limited Education","YES","Lower Middle Class to Poor"
15,"Female","Quebec","Limited Education","YES","Lower Middle Class to Poor"
54,"Male","Ontario",NA,"YES",NA
25,"Male","British Columbia","Highly Educated","YES","Lower Middle Class to Poor"
31,"Male","Ontario",NA,"YES","Middle Class"
43,"Female","Alberta","Some Education","NO","Lower Middle Class to Poor"
47,"Female","Ontario",NA,"YES","Lower Middle Class to Poor"
52,"Female","Quebec","Some Education","YES","Middle Class"
70,"Female","New Brunswick","Highly Educated","YES","Lower Middle Class to Poor"
67,"Female","Quebec","Highly Educated","YES","Lower Middle Class to Poor"
22,"Male","Ontario","Some Education","YES","Lower Middle Class to Poor"
38,"Male","New Brunswick","Highly Educated","YES","Middle Class"
55,"Male","New Brunswick","Some Education","NO","Middle Class"
40,"Female","Ontario","Highly Educated","YES","Lower Middle Class to Poor"
67,"Female","Quebec",NA,"YES","Middle Class"
51,"Male","Ontario","Limited Education","YES","Upper Middle Class to Wealthy"
52,"Female","Ontario","Some Education","YES","Middle Class"
20,"Male","Ontario","Some Education","NO","Lower Middle Class to Poor"
28,"Male","Ontario","Limited Education","NO","Lower Middle Class to Poor"
29,"Male","Ontario",NA,"NO","Lower Middle Class to Poor"
31,"Male","Ontario","Highly Educated","YES","Upper Middle Class to Wealthy"
31,"Male","Alberta","Highly Educated","YES","Middle Class"
33,"Female","Prince Edward Island","Highly Educated","YES","Middle Class"
63,"Female","Quebec",NA,"YES","Lower Middle Class to Poor"
51,"Female","Ontario","Highly Educated","YES",NA
60,"Male","Newfoundland and Labrador","Some Education","YES",NA
70,"Female","New Brunswick","Limited Education","YES","Lower Middle Class to Poor"
42,"Female","British Columbia",NA,"YES","Lower Middle Class to Poor"
54,"Female","Newfoundland and Labrador",NA,"YES","Lower Middle Class to Poor"
60,"Male","Quebec",NA,"YES","Lower Middle Class to Poor"
23,"Female","Quebec","Some Education","YES","Lower Middle Class to Poor"
69,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor"
46,"Female","British Columbia",NA,"YES","Middle Class"
32,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor"
58,"Male","Nova Scotia","Some Education","YES","Lower Middle Class to Poor"
22,"Female","Newfoundland and Labrador",NA,"YES","Lower Middle Class to Poor"
