"age","sex","province","education","religion","income_before_tax","vote_liberal","vote_conservative"
26,"Male","Newfoundland and Labrador","Highly Educated","YES","Lower Middle Class to Poor",1,0
43,"Male","New Brunswick","Some Education","YES","Middle Class",0,1
37,"Female","Alberta","Highly Educated","YES","Middle Class",0,0
28,"Male","British Columbia","Highly Educated","YES","Middle Class",NA,NA
75,"Female","British Columbia","Some Education","NO","Middle Class",0,0
29,"Male","British Columbia","Highly Educated","YES","Middle Class",0,0
63,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",NA,NA
51,"Female","Alberta","Some Education","YES","Middle Class",0,1
57,"Female","Alberta","Some Education","NO","Lower Middle Class to Poor",NA,NA
27,"Female","British Columbia","Highly Educated","NO","Lower Middle Class to Poor",NA,NA
36,"Male","Alberta","Some Education","NO","Lower Middle Class to Poor",0,0
56,"Female","Alberta","Some Education","YES","Middle Class",0,0
55,"Female","New Brunswick","Highly Educated","YES","Middle Class",0,0
71,"Male","Manitoba","Highly Educated","YES","Lower Middle Class to Poor",0,0
24,"Male","Alberta","Highly Educated","NO","Middle Class",0,0
52,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor",NA,NA
32,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",1,0
51,"Male","British Columbia","Highly Educated","NO","Upper Middle Class to Wealthy",0,0
69,"Female","British Columbia","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA
37,"Male","British Columbia","Highly Educated","NO","Middle Class",0,0
25,"Male","Alberta","Highly Educated","NO","Lower Middle Class to Poor",0,0
69,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",NA,NA
75,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA
65,"Male","British Columbia","Some Education","YES","Middle Class",NA,NA
19,"Female","British Columbia","Some Education","YES","Upper Middle Class to Wealthy",0,0
49,"Female","British Columbia","Some Education","YES","Middle Class",0,0
35,"Male","British Columbia","Highly Educated","YES","Middle Class",1,0
69,"Female","British Columbia","Some Education","YES","Middle Class",1,0
39,"Female","Alberta","Highly Educated","NO","Middle Class",NA,NA
61,"Male","British Columbia","Some Education","NO","Middle Class",NA,NA
44,"Male","Manitoba","Highly Educated","NO","Upper Middle Class to Wealthy",0,0
70,"Female","British Columbia","Highly Educated","YES","Middle Class",0,1
80,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",NA,NA
79,"Male","British Columbia","Some Education","YES","Middle Class",1,0
75,"Female","Alberta","Highly Educated","YES","Middle Class",0,1
70,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",NA,NA
63,"Female","Alberta","Some Education","YES","Middle Class",0,0
67,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",NA,NA
73,"Female","Alberta","Highly Educated","YES","Middle Class",NA,NA
34,"Male","British Columbia","Some Education","YES","Middle Class",NA,NA
56,"Female","Manitoba","Highly Educated","NO","Lower Middle Class to Poor",NA,NA
44,"Male","Alberta","Highly Educated","YES","Middle Class",0,0
50,"Female","New Brunswick","Highly Educated","YES","Upper Middle Class to Wealthy",0,0
67,"Female","Alberta","Some Education","YES","Middle Class",0,1
24,"Female","Manitoba","Some Education","YES","Middle Class",NA,NA
65,"Male","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA
49,"Female","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",1,0
19,"Female","Alberta","Some Education","NO","Upper Middle Class to Wealthy",0,0
81,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor",NA,NA
77,"Female","Alberta","Some Education","YES","Middle Class",NA,NA
63,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",1,0
83,"Female","British Columbia","Some Education","YES","Upper Middle Class to Wealthy",NA,NA
78,"Male","New Brunswick","Some Education","NO","Lower Middle Class to Poor",0,1
62,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor",0,1
80,"Male","Alberta","Highly Educated","YES","Middle Class",NA,NA
45,"Male","British Columbia","Some Education","YES","Middle Class",NA,NA
35,"Male","Manitoba","Highly Educated","YES","Lower Middle Class to Poor",0,1
24,"Male","British Columbia","Highly Educated","YES","Lower Middle Class to Poor",0,0
72,"Female","Alberta","Some Education","YES","Middle Class",0,1
59,"Male","Newfoundland and Labrador","Some Education","YES","Middle Class",NA,NA
65,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",NA,NA
34,"Male","British Columbia","Highly Educated","NO","Middle Class",0,0
39,"Male","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA
46,"Female","Alberta","Highly Educated","YES","Middle Class",0,0
22,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,0
68,"Male","Alberta","Highly Educated","YES","Lower Middle Class to Poor",0,0
25,"Male","Alberta","Highly Educated","YES","Middle Class",NA,NA
78,"Female","British Columbia","Highly Educated","YES","Middle Class",1,0
70,"Female","Manitoba","Some Education","YES","Middle Class",NA,NA
39,"Male","Alberta","Some Education","YES","Middle Class",0,0
27,"Female","Alberta","Some Education","NO","Middle Class",0,0
61,"Female","Alberta","Some Education","YES","Middle Class",NA,NA
78,"Female","British Columbia","Some Education","NO","Upper Middle Class to Wealthy",NA,NA
63,"Female","British Columbia","Highly Educated","YES","Middle Class",0,0
66,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",NA,NA
71,"Male","Alberta","Some Education","YES","Upper Middle Class to Wealthy",0,1
61,"Male","New Brunswick","Some Education","YES","Lower Middle Class to Poor",0,1
61,"Female","New Brunswick","Some Education","YES","Lower Middle Class to Poor",NA,NA
53,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",1,0
84,"Female","British Columbia","Some Education","YES","Upper Middle Class to Wealthy",1,0
51,"Female","British Columbia","Highly Educated","YES","Middle Class",0,1
56,"Female","British Columbia","Some Education","YES","Middle Class",1,0
34,"Male","Newfoundland and Labrador","Some Education","YES","Lower Middle Class to Poor",0,0
22,"Male","Alberta","Some Education","NO","Lower Middle Class to Poor",1,0
39,"Female","New Brunswick","Some Education","NO","Middle Class",NA,NA
35,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",NA,NA
29,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0
19,"Female","New Brunswick","Some Education","YES","Lower Middle Class to Poor",0,0
60,"Female","Alberta","Some Education","NO","Middle Class",0,0
71,"Male","British Columbia","Some Education","NO","Middle Class",1,0
58,"Female","British Columbia","Some Education","YES","Middle Class",0,0
66,"Female","British Columbia","Some Education","YES","Middle Class",0,0
67,"Male","Manitoba","Highly Educated","YES","Lower Middle Class to Poor",NA,NA
66,"Female","Alberta","Highly Educated","YES","Middle Class",0,1
51,"Female","British Columbia","Some Education","NO","Middle Class",0,1
49,"Female","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA
31,"Male","Alberta","Highly Educated","YES","Middle Class",0,1
56,"Male","Alberta","Highly Educated","NO","Middle Class",0,1
39,"Female","British Columbia","Highly Educated","NO","Upper Middle Class to Wealthy",NA,NA
26,"Female","British Columbia","Highly Educated","YES","Middle Class",0,0
48,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",0,0
33,"Male","Alberta","Highly Educated","NO","Middle Class",NA,NA
59,"Female","British Columbia","Some Education","YES","Middle Class",1,0
54,"Male","New Brunswick","Some Education","YES","Middle Class",0,1
51,"Male","British Columbia","Highly Educated","NO","Middle Class",0,0
70,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",0,1
75,"Female","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",1,0
37,"Female","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",0,0
21,"Male","British Columbia","Some Education","YES","Upper Middle Class to Wealthy",1,0
76,"Male","British Columbia","Highly Educated","NO","Middle Class",NA,NA
72,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",NA,NA
38,"Male","Alberta","Highly Educated","YES","Middle Class",NA,NA
49,"Female","British Columbia","Some Education","NO","Middle Class",0,0
67,"Female","Alberta","Some Education","YES","Middle Class",1,0
36,"Female","Newfoundland and Labrador","Highly Educated","YES","Upper Middle Class to Wealthy",0,0
25,"Male","British Columbia","Highly Educated","NO","Lower Middle Class to Poor",0,0
63,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",NA,NA
35,"Male","Alberta","Some Education","YES","Middle Class",0,1
26,"Female","Alberta","Some Education","NO","Lower Middle Class to Poor",0,0
47,"Male","Alberta","Some Education","YES","Upper Middle Class to Wealthy",0,1
45,"Female","British Columbia","Highly Educated","YES","Lower Middle Class to Poor",0,0
20,"Male","British Columbia","Some Education","NO","Lower Middle Class to Poor",NA,NA
57,"Female","Manitoba","Some Education","YES","Middle Class",0,1
42,"Female","New Brunswick","Highly Educated","YES","Middle Class",0,0
55,"Male","Alberta","Some Education","NO","Middle Class",0,0
33,"Male","Manitoba","Highly Educated","YES","Middle Class",1,0
28,"Female","Alberta","Some Education","YES","Middle Class",0,1
35,"Male","British Columbia","Highly Educated","YES","Upper Middle Class to Wealthy",0,0
33,"Female","British Columbia","Highly Educated","NO","Upper Middle Class to Wealthy",0,0
77,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",NA,NA
48,"Male","Alberta","Highly Educated","NO","Middle Class",1,0
48,"Female","British Columbia","Some Education","YES","Middle Class",0,1
53,"Male","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",1,0
70,"Male","British Columbia","Some Education","NO","Middle Class",0,0
20,"Female","Alberta","Some Education","YES","Middle Class",0,0
67,"Male","Alberta","Some Education","NO","Lower Middle Class to Poor",NA,NA
54,"Male","Manitoba","Highly Educated","NO","Middle Class",0,0
26,"Male","Manitoba","Highly Educated","YES","Middle Class",1,0
53,"Female","Alberta","Highly Educated","NO","Middle Class",NA,NA
78,"Male","Alberta","Some Education","YES","Middle Class",0,1
77,"Female","New Brunswick","Highly Educated","YES","Middle Class",1,0
68,"Female","Manitoba","Some Education","YES","Lower Middle Class to Poor",0,1
67,"Female","British Columbia","Highly Educated","YES","Middle Class",0,1
76,"Male","Alberta","Some Education","YES","Middle Class",NA,NA
89,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",1,0
63,"Female","British Columbia","Some Education","YES","Middle Class",NA,NA
69,"Male","Alberta","Some Education","YES","Upper Middle Class to Wealthy",NA,NA
25,"Female","New Brunswick","Highly Educated","YES","Middle Class",NA,NA
33,"Female","Manitoba","Highly Educated","YES","Upper Middle Class to Wealthy",0,0
70,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",NA,NA
50,"Female","British Columbia","Some Education","YES","Middle Class",0,1
56,"Male","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",1,0
61,"Male","Manitoba","Some Education","NO","Lower Middle Class to Poor",0,0
23,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0
53,"Female","Alberta","Highly Educated","YES","Upper Middle Class to Wealthy",NA,NA
82,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,1
66,"Female","Alberta","Some Education","YES","Middle Class",0,1
69,"Female","Manitoba","Highly Educated","NO","Middle Class",1,0
20,"Male","British Columbia","Some Education","YES","Middle Class",0,1
51,"Female","Alberta","Some Education","NO","Middle Class",NA,NA
71,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,0
57,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",NA,NA
81,"Male","New Brunswick","Highly Educated","YES","Middle Class",1,0
25,"Female","Manitoba","Some Education","YES","Middle Class",NA,NA
33,"Female","Alberta","Some Education","NO","Upper Middle Class to Wealthy",0,1
29,"Female","British Columbia","Highly Educated","YES","Middle Class",NA,NA
50,"Male","Alberta","Highly Educated","NO","Upper Middle Class to Wealthy",0,0
31,"Male","Alberta","Some Education","NO","Middle Class",1,0
80,"Male","British Columbia","Some Education","YES","Lower Middle Class to Poor",1,0
20,"Female","Alberta","Some Education","NO","Lower Middle Class to Poor",0,1
32,"Male","Alberta","Highly Educated","NO","Middle Class",0,0
35,"Female","British Columbia","Some Education","NO","Lower Middle Class to Poor",0,0
75,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",0,0
29,"Female","British Columbia","Highly Educated","YES","Middle Class",NA,NA
57,"Female","British Columbia","Highly Educated","NO","Upper Middle Class to Wealthy",0,1
81,"Male","Manitoba","Highly Educated","YES","Middle Class",NA,NA
34,"Female","British Columbia","Some Education","YES","Middle Class",0,1
25,"Female","Alberta","Highly Educated","NO","Lower Middle Class to Poor",0,0
50,"Female","Alberta","Some Education","NO","Lower Middle Class to Poor",0,0
37,"Male","Alberta","Highly Educated","NO","Lower Middle Class to Poor",0,0
20,"Female","Alberta","Some Education","YES","Lower Middle Class to Poor",0,1
20,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",0,1
19,"Male","Alberta","Some Education","YES","Middle Class",0,0
66,"Male","Alberta","Some Education","YES","Middle Class",0,1
76,"Female","British Columbia","Some Education","YES","Lower Middle Class to Poor",NA,NA
51,"Female","British Columbia","Highly Educated","YES","Middle Class",1,0
21,"Female","Manitoba","Some Education","NO","Middle Class",0,0
41,"Female","Alberta","Some Education","NO","Upper Middle Class to Wealthy",0,1
59,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",0,1
65,"Female","New Brunswick","Some Education","YES","Lower Middle Class to Poor",1,0
35,"Male","New Brunswick","Highly Educated","NO","Upper Middle Class to Wealthy",0,0
67,"Male","Alberta","Some Education","YES","Lower Middle Class to Poor",0,0
46,"Female","British Columbia","Some Education","NO","Middle Class",NA,NA
66,"Female","Alberta","Highly Educated","YES","Lower Middle Class to Poor",0,0
72,"Female","British Columbia","Highly Educated","YES","Middle Class",NA,NA
52,"Male","British Columbia","Some Education","NO","Middle Class",NA,NA
75,"Female","Alberta","Highly Educated","YES","Middle Class",1,0
63,"Female","Alberta","Highly Educated","NO","Middle Class",NA,NA
